sample interval	    ECG
           4459	 -0.215
           4460	 -0.180
           4461	 -0.190
           4462	 -0.240
           4463	  0.040
           4464	  0.715
           4465	  1.285
           4466	  0.810
           4467	 -0.200
           4468	 -0.755
           4469	 -0.675
           4470	 -0.360
           4471	 -0.180
           4472	 -0.160
           4473	 -0.160
           4474	 -0.145
           4475	 -0.135
           4476	 -0.115
           4477	 -0.120
           4478	 -0.100
           4479	 -0.070
           4480	 -0.055
           4481	 -0.050
           4482	  0.000
           4483	  0.020
           4484	  0.050
           4485	  0.090
           4486	  0.105
           4487	  0.155
           4488	  0.155
           4489	  0.195
           4490	  0.225
           4491	  0.220
           4492	  0.240
           4493	  0.215
           4494	  0.225
           4495	  0.175
           4496	  0.145
           4497	  0.105
           4498	  0.065
           4499	  0.030
           4500	 -0.015
           4501	 -0.010
           4502	 -0.015
           4503	 -0.035
           4504	 -0.005
           4505	 -0.010
           4506	 -0.025
           4507	 -0.045
           4508	 -0.020
           4509	 -0.035
           4510	 -0.050
           4511	 -0.040
           4512	 -0.055
           4513	 -0.060
           4514	 -0.075
           4515	 -0.070
           4516	 -0.085
           4517	 -0.080
           4518	 -0.090
           4519	 -0.095
           4520	 -0.090
           4521	 -0.100
           4522	 -0.085
           4523	 -0.095
           4524	 -0.090
           4525	 -0.105
           4526	 -0.105
           4527	 -0.110
           4528	 -0.120
           4529	 -0.095
           4530	 -0.055
           4531	  0.005
           4532	  0.020
           4533	  0.055
           4534	  0.170
           4535	  0.145
           4536	  0.045
           4537	 -0.025
           4538	 -0.040
           4539	 -0.125
           4540	 -0.195
           4541	 -0.200
           4542	 -0.210
           4543	 -0.200
           4544	 -0.250
           4545	  0.025
           4546	  0.720
           4547	  1.365
           4548	  0.965
           4549	 -0.240
           4550	 -0.765
           4551	 -0.625
           4552	 -0.340
           4553	 -0.165
           4554	 -0.160
           4555	 -0.155
           4556	 -0.145
           4557	 -0.125
           4558	 -0.130
           4559	 -0.120
           4560	 -0.085
           4561	 -0.075
           4562	 -0.055
           4563	 -0.020
           4564	  0.000
           4565	  0.025
           4566	  0.055
           4567	  0.085
           4568	  0.135
           4569	  0.165
           4570	  0.200
           4571	  0.210
           4572	  0.245
           4573	  0.250
           4574	  0.250
           4575	  0.265
           4576	  0.240
           4577	  0.185
           4578	  0.145
           4579	  0.090
           4580	  0.035
           4581	  0.005
           4582	 -0.010
           4583	 -0.020
           4584	 -0.025
           4585	 -0.040
           4586	 -0.045
           4587	 -0.040
           4588	 -0.035
           4589	 -0.030
           4590	 -0.025
           4591	 -0.045
           4592	 -0.045
           4593	 -0.055
           4594	 -0.055
           4595	 -0.070
           4596	 -0.070
           4597	 -0.080
           4598	 -0.070
           4599	 -0.090
           4600	 -0.100
           4601	 -0.100
           4602	 -0.095
           4603	 -0.110
           4604	 -0.100
           4605	 -0.105
           4606	 -0.095
           4607	 -0.110
           4608	 -0.115
           4609	 -0.120
           4610	 -0.105
           4611	 -0.120
           4612	 -0.090
           4613	 -0.060
           4614	  0.000
           4615	  0.010
           4616	  0.040
           4617	  0.160
           4618	  0.110
           4619	  0.020
           4620	 -0.005
           4621	 -0.050
           4622	 -0.100
           4623	 -0.205
           4624	 -0.205
           4625	 -0.215
           4626	 -0.195
           4627	 -0.245
           4628	 -0.090
           4629	  0.470
           4630	  1.330
           4631	  1.515
           4632	 -0.125
           4633	 -0.810
           4634	 -0.575
           4635	 -0.325
           4636	 -0.150
           4637	 -0.170
           4638	 -0.145
           4639	 -0.150
           4640	 -0.130
           4641	 -0.135
           4642	 -0.115
           4643	 -0.105
           4644	 -0.075
           4645	 -0.055
           4646	 -0.025
           4647	 -0.015
           4648	  0.020
           4649	  0.040
           4650	  0.075
           4651	  0.105
           4652	  0.155
           4653	  0.180
           4654	  0.215
           4655	  0.235
           4656	  0.250
           4657	  0.250
           4658	  0.255
           4659	  0.220
           4660	  0.205
           4661	  0.160
           4662	  0.110
           4663	  0.075
           4664	  0.020
           4665	 -0.010
           4666	 -0.020
           4667	 -0.025
           4668	 -0.025
           4669	 -0.030
           4670	 -0.030
           4671	 -0.020
           4672	 -0.025
           4673	 -0.015
           4674	 -0.005
           4675	 -0.020
           4676	 -0.030
           4677	 -0.035
           4678	 -0.020
           4679	 -0.035
           4680	 -0.040
           4681	 -0.070
           4682	 -0.065
           4683	 -0.050
           4684	 -0.060
           4685	 -0.060
           4686	 -0.060
           4687	 -0.045
           4688	 -0.075
           4689	 -0.070
           4690	 -0.070
           4691	 -0.080
           4692	 -0.085
           4693	 -0.060
           4694	 -0.090
           4695	 -0.085
           4696	 -0.090
           4697	 -0.070
           4698	 -0.100
           4699	 -0.085
           4700	 -0.075
           4701	 -0.015
           4702	  0.040
           4703	  0.020
           4704	  0.105
           4705	  0.185
           4706	  0.115
           4707	  0.015
           4708	 -0.040
           4709	 -0.035
           4710	 -0.160
           4711	 -0.185
           4712	 -0.190
           4713	 -0.185
           4714	 -0.195
           4715	 -0.220
           4716	  0.130
           4717	  0.940
           4718	  1.525
           4719	  0.475
           4720	 -0.465
           4721	 -0.730
           4722	 -0.530
           4723	 -0.240
           4724	 -0.160
           4725	 -0.165
           4726	 -0.140
           4727	 -0.140
           4728	 -0.140
           4729	 -0.100
           4730	 -0.110
           4731	 -0.080
           4732	 -0.065
           4733	 -0.020
           4734	 -0.020
           4735	  0.005
           4736	  0.030
           4737	  0.060
           4738	  0.080
           4739	  0.125
           4740	  0.160
           4741	  0.205
           4742	  0.220
           4743	  0.225
           4744	  0.230
           4745	  0.260
           4746	  0.250
           4747	  0.245
           4748	  0.200
           4749	  0.165
           4750	  0.115
           4751	  0.085
           4752	  0.045
           4753	  0.010
           4754	  0.015
           4755	 -0.005
           4756	  0.000
           4757	 -0.015
           4758	 -0.015
           4759	  0.010
           4760	 -0.015
           4761	 -0.005
           4762	  0.000
           4763	 -0.025
           4764	 -0.010
           4765	 -0.040
           4766	 -0.035
           4767	 -0.045
           4768	 -0.050
           4769	 -0.050
           4770	 -0.055
           4771	 -0.075
           4772	 -0.060
           4773	 -0.070
           4774	 -0.070
           4775	 -0.080
           4776	 -0.095
           4777	 -0.080
           4778	 -0.070
           4779	 -0.085
           4780	 -0.110
           4781	 -0.085
           4782	 -0.095
           4783	 -0.100
           4784	 -0.090
           4785	 -0.095
           4786	 -0.115
           4787	 -0.100
           4788	 -0.085
           4789	 -0.050
           4790	  0.020
           4791	  0.030
           4792	  0.065
           4793	  0.190
           4794	  0.130
           4795	  0.055
           4796	 -0.010
           4797	 -0.020
           4798	 -0.130
           4799	 -0.185
           4800	 -0.200
           4801	 -0.190
           4802	 -0.180
           4803	 -0.230
           4804	  0.055
           4805	  0.750
           4806	  1.375
           4807	  0.880
           4808	 -0.245
           4809	 -0.765
           4810	 -0.610
           4811	 -0.335
           4812	 -0.180
           4813	 -0.155
           4814	 -0.150
           4815	 -0.145
           4816	 -0.130
           4817	 -0.110
           4818	 -0.105
           4819	 -0.085
           4820	 -0.070
           4821	 -0.050
           4822	 -0.030
           4823	  0.000
           4824	  0.020
           4825	  0.050
           4826	  0.075
           4827	  0.125
           4828	  0.150
           4829	  0.175
           4830	  0.205
           4831	  0.215
           4832	  0.230
           4833	  0.250
           4834	  0.225
           4835	  0.215
           4836	  0.210
           4837	  0.145
           4838	  0.105
           4839	  0.050
           4840	  0.030
           4841	  0.020
           4842	  0.000
           4843	 -0.010
           4844	  0.000
           4845	 -0.005
           4846	 -0.020
           4847	 -0.010
           4848	 -0.005
           4849	 -0.005
           4850	 -0.020
           4851	 -0.010
           4852	  0.000
           4853	 -0.020
           4854	 -0.025
           4855	 -0.040
           4856	 -0.050
           4857	 -0.045
           4858	 -0.045
           4859	 -0.055
           4860	 -0.060
           4861	 -0.065
           4862	 -0.070
           4863	 -0.065
           4864	 -0.080
           4865	 -0.065
           4866	 -0.085
           4867	 -0.080
           4868	 -0.090
           4869	 -0.075
           4870	 -0.105
           4871	 -0.090
           4872	 -0.095
           4873	 -0.095
           4874	 -0.105
           4875	 -0.085
           4876	 -0.075
           4877	 -0.005
           4878	  0.030
           4879	  0.025
           4880	  0.120
           4881	  0.155
           4882	  0.100
           4883	  0.025
           4884	 -0.040
           4885	 -0.050
           4886	 -0.160
           4887	 -0.185
           4888	 -0.200
           4889	 -0.170
           4890	 -0.215
           4891	 -0.230
           4892	  0.160
           4893	  1.050
           4894	  1.665
           4895	  0.345
           4896	 -0.560
           4897	 -0.680
           4898	 -0.455
           4899	 -0.190
           4900	 -0.175
           4901	 -0.140
           4902	 -0.150
           4903	 -0.120
           4904	 -0.135
           4905	 -0.105
           4906	 -0.105
           4907	 -0.070
           4908	 -0.055
           4909	 -0.020
           4910	 -0.020
           4911	  0.005
           4912	  0.030
           4913	  0.070
           4914	  0.100
           4915	  0.145
           4916	  0.180
           4917	  0.215
           4918	  0.240
           4919	  0.260
           4920	  0.255
           4921	  0.270
           4922	  0.255
           4923	  0.235
           4924	  0.200
           4925	  0.155
           4926	  0.105
           4927	  0.065
           4928	  0.030
           4929	  0.010
           4930	 -0.005
           4931	 -0.015
           4932	 -0.020
           4933	 -0.005
           4934	 -0.010
           4935	  0.000
           4936	  0.000
           4937	 -0.005
           4938	 -0.005
           4939	  0.000
           4940	 -0.015
           4941	 -0.025
           4942	 -0.015
           4943	 -0.025
           4944	 -0.040
           4945	 -0.040
           4946	 -0.055
           4947	 -0.060
           4948	 -0.060
           4949	 -0.065
           4950	 -0.065
           4951	 -0.075
           4952	 -0.075
           4953	 -0.080
           4954	 -0.070
           4955	 -0.065
           4956	 -0.065
           4957	 -0.060
           4958	 -0.080
           4959	 -0.080
           4960	 -0.090
           4961	 -0.080
           4962	 -0.080
           4963	 -0.070
           4964	 -0.090
           4965	 -0.080
           4966	 -0.105
           4967	 -0.085
           4968	 -0.065
           4969	 -0.015
           4970	  0.035
           4971	  0.050
           4972	  0.115
           4973	  0.185
           4974	  0.105
           4975	  0.030
           4976	 -0.035
           4977	 -0.025
           4978	 -0.140
           4979	 -0.190
           4980	 -0.200
           4981	 -0.165
           4982	 -0.190
           4983	 -0.220
           4984	  0.140
           4985	  0.990
           4986	  1.600
           4987	  0.440
           4988	 -0.500
           4989	 -0.680
           4990	 -0.450
           4991	 -0.190
           4992	 -0.165
           4993	 -0.145
           4994	 -0.150
           4995	 -0.120
           4996	 -0.145
           4997	 -0.100
           4998	 -0.095
           4999	 -0.090
           5000	 -0.070
           5001	 -0.040
           5002	 -0.025
           5003	  0.020
           5004	  0.010
           5005	  0.055
           5006	  0.080
           5007	  0.135
           5008	  0.165
           5009	  0.195
           5010	  0.215
           5011	  0.240
           5012	  0.260
           5013	  0.260
           5014	  0.255
           5015	  0.235
           5016	  0.205
           5017	  0.165
           5018	  0.105
           5019	  0.070
           5020	  0.035
           5021	  0.005
           5022	 -0.015
           5023	 -0.020
           5024	  0.000
           5025	 -0.020
           5026	 -0.015
           5027	 -0.020
           5028	 -0.010
           5029	  0.000
           5030	 -0.035
           5031	 -0.020
           5032	 -0.010
           5033	 -0.020
           5034	 -0.040
           5035	 -0.035
           5036	 -0.040
           5037	 -0.075
           5038	 -0.055
           5039	 -0.055
           5040	 -0.075
           5041	 -0.055
           5042	 -0.070
           5043	 -0.080
           5044	 -0.080
           5045	 -0.090
           5046	 -0.095
           5047	 -0.075
           5048	 -0.085
           5049	 -0.095
           5050	 -0.085
           5051	 -0.085
           5052	 -0.085
           5053	 -0.090
           5054	 -0.085
           5055	 -0.085
           5056	 -0.090
           5057	 -0.095
           5058	 -0.070
           5059	 -0.040
           5060	  0.010
           5061	  0.010
           5062	  0.065
           5063	  0.190
           5064	  0.135
           5065	  0.070
           5066	 -0.010
           5067	 -0.030
           5068	 -0.120
           5069	 -0.180
           5070	 -0.200
           5071	 -0.190
           5072	 -0.185
           5073	 -0.235
           5074	  0.030
           5075	  0.680
           5076	  1.325
           5077	  0.940
           5078	 -0.215
           5079	 -0.755
           5080	 -0.610
           5081	 -0.330
           5082	 -0.165
           5083	 -0.155
           5084	 -0.160
           5085	 -0.140
           5086	 -0.125
           5087	 -0.105
           5088	 -0.105
           5089	 -0.090
           5090	 -0.070
           5091	 -0.060
           5092	 -0.030
           5093	  0.005
           5094	  0.035
           5095	  0.060
           5096	  0.075
           5097	  0.120
           5098	  0.150
           5099	  0.195
           5100	  0.210
           5101	  0.230
           5102	  0.245
           5103	  0.250
           5104	  0.245
           5105	  0.245
           5106	  0.200
           5107	  0.150
           5108	  0.110
           5109	  0.070
           5110	  0.030
           5111	  0.005
           5112	 -0.015
           5113	 -0.025
           5114	 -0.025
           5115	 -0.010
           5116	 -0.025
           5117	 -0.025
           5118	 -0.020
           5119	 -0.020
           5120	 -0.015
           5121	 -0.025
           5122	 -0.025
           5123	 -0.050
           5124	 -0.040
           5125	 -0.050
           5126	 -0.065
           5127	 -0.055
           5128	 -0.075
           5129	 -0.070
           5130	 -0.075
           5131	 -0.085
           5132	 -0.085
           5133	 -0.085
           5134	 -0.085
           5135	 -0.080
           5136	 -0.105
           5137	 -0.085
           5138	 -0.110
           5139	 -0.090
           5140	 -0.110
           5141	 -0.105
           5142	 -0.100
           5143	 -0.090
           5144	 -0.100
           5145	 -0.090
           5146	 -0.105
           5147	 -0.090
           5148	 -0.060
           5149	  0.005
           5150	  0.020
           5151	  0.050
           5152	  0.170
           5153	  0.145
           5154	  0.060
           5155	  0.010
           5156	 -0.045
           5157	 -0.095
           5158	 -0.200
           5159	 -0.180
           5160	 -0.215
           5161	 -0.180
           5162	 -0.235
           5163	 -0.075
           5164	  0.480
           5165	  1.260
           5166	  1.435
           5167	 -0.050
           5168	 -0.775
           5169	 -0.650
           5170	 -0.380
           5171	 -0.165
           5172	 -0.175
           5173	 -0.135
           5174	 -0.155
           5175	 -0.135
           5176	 -0.135
           5177	 -0.115
           5178	 -0.105
           5179	 -0.075
           5180	 -0.055
           5181	 -0.030
           5182	 -0.010
           5183	  0.015
           5184	  0.045
           5185	  0.075
           5186	  0.100
           5187	  0.155
           5188	  0.185
           5189	  0.225
           5190	  0.250
           5191	  0.255
           5192	  0.255
           5193	  0.270
           5194	  0.240
           5195	  0.215
           5196	  0.170
           5197	  0.120
           5198	  0.075
           5199	  0.045
           5200	  0.010
           5201	 -0.005
           5202	 -0.010
           5203	 -0.010
           5204	 -0.025
           5205	 -0.020
           5206	 -0.020
           5207	 -0.015
           5208	 -0.005
           5209	 -0.015
           5210	 -0.010
           5211	 -0.025
           5212	 -0.015
           5213	 -0.015
           5214	 -0.040
           5215	 -0.055
           5216	 -0.060
           5217	 -0.055
           5218	 -0.060
           5219	 -0.075
           5220	 -0.080
           5221	 -0.080
           5222	 -0.065
           5223	 -0.065
           5224	 -0.080
           5225	 -0.075
           5226	 -0.090
           5227	 -0.085
           5228	 -0.075
           5229	 -0.070
           5230	 -0.085
           5231	 -0.075
           5232	 -0.095
           5233	 -0.095
           5234	 -0.085
           5235	 -0.085
           5236	 -0.105
           5237	 -0.090
           5238	 -0.105
           5239	 -0.095
           5240	 -0.095
           5241	 -0.020
           5242	  0.025
           5243	  0.010
           5244	  0.065
           5245	  0.160
           5246	  0.110
           5247	  0.025
           5248	 -0.025
           5249	 -0.030
           5250	 -0.155
           5251	 -0.190
           5252	 -0.195
           5253	 -0.200
           5254	 -0.195
           5255	 -0.250
           5256	  0.070
           5257	  0.880
           5258	  1.500
           5259	  0.700
           5260	 -0.380
           5261	 -0.750
           5262	 -0.530
           5263	 -0.270
           5264	 -0.165
           5265	 -0.155
           5266	 -0.150
           5267	 -0.135
           5268	 -0.115
           5269	 -0.110
           5270	 -0.100
           5271	 -0.085
           5272	 -0.080
           5273	 -0.050
           5274	 -0.025
           5275	  0.015
           5276	  0.015
           5277	  0.045
           5278	  0.080
           5279	  0.135
           5280	  0.160
           5281	  0.200
           5282	  0.205
           5283	  0.240
           5284	  0.255
           5285	  0.260
           5286	  0.240
           5287	  0.230
           5288	  0.195
           5289	  0.165
           5290	  0.120
           5291	  0.070
           5292	  0.030
           5293	  0.015
           5294	  0.000
           5295	 -0.010
           5296	 -0.005
           5297	 -0.025
           5298	 -0.010
           5299	 -0.005
           5300	  0.010
           5301	 -0.010
           5302	 -0.015
           5303	  0.005
           5304	 -0.010
           5305	 -0.025
           5306	 -0.040
           5307	 -0.030
           5308	 -0.045
           5309	 -0.055
           5310	 -0.055
           5311	 -0.060
           5312	 -0.065
           5313	 -0.050
           5314	 -0.075
           5315	 -0.080
           5316	 -0.095
           5317	 -0.080
           5318	 -0.085
           5319	 -0.075
           5320	 -0.095
           5321	 -0.080
           5322	 -0.095
           5323	 -0.105
           5324	 -0.105
           5325	 -0.095
           5326	 -0.110
           5327	 -0.090
           5328	 -0.125
           5329	 -0.085
           5330	 -0.085
           5331	 -0.025
           5332	  0.025
           5333	  0.030
           5334	  0.115
           5335	  0.165
           5336	  0.085
           5337	  0.020
           5338	 -0.035
           5339	 -0.055
           5340	 -0.185
           5341	 -0.170
           5342	 -0.220
           5343	 -0.190
           5344	 -0.220
           5345	 -0.150
           5346	  0.280
           5347	  1.135
           5348	  1.645
           5349	  0.150
           5350	 -0.670
           5351	 -0.730
           5352	 -0.475
           5353	 -0.205
           5354	 -0.180
           5355	 -0.150
           5356	 -0.165
           5357	 -0.130
           5358	 -0.115
           5359	 -0.090
           5360	 -0.100
           5361	 -0.060
           5362	 -0.060
           5363	 -0.015
           5364	 -0.015
           5365	  0.035
           5366	  0.050
           5367	  0.090
           5368	  0.115
           5369	  0.155
           5370	  0.205
           5371	  0.235
           5372	  0.245
           5373	  0.275
           5374	  0.275
           5375	  0.275
           5376	  0.260
           5377	  0.255
           5378	  0.200
           5379	  0.170
           5380	  0.110
           5381	  0.075
           5382	  0.030
           5383	  0.020
           5384	  0.000
           5385	 -0.005
           5386	  0.000
           5387	 -0.010
           5388	  0.000
           5389	  0.000
           5390	 -0.005
           5391	  0.000
           5392	 -0.005
           5393	  0.000
           5394	 -0.020
           5395	 -0.040
           5396	 -0.025
           5397	 -0.030
           5398	 -0.055
           5399	 -0.050
           5400	 -0.050
           5401	 -0.055
           5402	 -0.060
           5403	 -0.055
           5404	 -0.085
           5405	 -0.075
           5406	 -0.080
           5407	 -0.065
           5408	 -0.090
           5409	 -0.095
           5410	 -0.095
           5411	 -0.085
           5412	 -0.100
           5413	 -0.085
           5414	 -0.100
           5415	 -0.085
           5416	 -0.115
           5417	 -0.100
           5418	 -0.115
           5419	 -0.100
           5420	 -0.085
           5421	 -0.005
           5422	  0.020
           5423	  0.025
           5424	  0.130
           5425	  0.150
           5426	  0.080
           5427	  0.025
           5428	 -0.040
           5429	 -0.065
           5430	 -0.190
           5431	 -0.190
           5432	 -0.215
           5433	 -0.185
           5434	 -0.235
           5435	 -0.170
           5436	  0.275
           5437	  1.185
           5438	  1.745
           5439	  0.165
           5440	 -0.700
           5441	 -0.675
           5442	 -0.445
           5443	 -0.180
           5444	 -0.170
           5445	 -0.165
           5446	 -0.170
           5447	 -0.135
           5448	 -0.140
           5449	 -0.105
           5450	 -0.095
           5451	 -0.080
           5452	 -0.080
           5453	 -0.035
           5454	 -0.025
           5455	  0.025
           5456	  0.025
           5457	  0.065
           5458	  0.115
           5459	  0.155
           5460	  0.170
           5461	  0.235
           5462	  0.245
           5463	  0.270
           5464	  0.270
           5465	  0.280
           5466	  0.275
           5467	  0.245
           5468	  0.200
           5469	  0.160
           5470	  0.105
           5471	  0.065
           5472	  0.045
           5473	  0.000
           5474	 -0.005
           5475	 -0.015
           5476	 -0.015
           5477	  0.000
           5478	 -0.015
           5479	 -0.015
           5480	 -0.015
           5481	 -0.020
           5482	 -0.015
           5483	 -0.010
           5484	 -0.015
           5485	 -0.030
           5486	 -0.025
           5487	 -0.030
           5488	 -0.045
           5489	 -0.055
           5490	 -0.055
           5491	 -0.065
           5492	 -0.070
           5493	 -0.070
           5494	 -0.075
           5495	 -0.075
           5496	 -0.065
           5497	 -0.085
           5498	 -0.070
           5499	 -0.085
           5500	 -0.080
           5501	 -0.105
           5502	 -0.100
           5503	 -0.095
           5504	 -0.075
           5505	 -0.100
           5506	 -0.095
           5507	 -0.095
           5508	 -0.085
           5509	 -0.105
           5510	 -0.095
           5511	 -0.065
           5512	 -0.015
           5513	  0.020
           5514	  0.025
           5515	  0.135
           5516	  0.145
           5517	  0.085
           5518	  0.025
           5519	 -0.040
           5520	 -0.060
           5521	 -0.190
           5522	 -0.190
           5523	 -0.210
           5524	 -0.165
           5525	 -0.215
           5526	 -0.165
           5527	  0.265
           5528	  1.170
           5529	  1.730
           5530	  0.155
           5531	 -0.695
           5532	 -0.670
           5533	 -0.425
           5534	 -0.175
           5535	 -0.175
           5536	 -0.155
           5537	 -0.140
           5538	 -0.125
           5539	 -0.135
           5540	 -0.100
           5541	 -0.105
           5542	 -0.075
           5543	 -0.060
           5544	 -0.015
           5545	 -0.015
           5546	  0.015
           5547	  0.055
           5548	  0.070
           5549	  0.100
           5550	  0.170
           5551	  0.205
           5552	  0.235
           5553	  0.245
           5554	  0.280
           5555	  0.280
           5556	  0.295
           5557	  0.270
           5558	  0.255
           5559	  0.210
           5560	  0.140
           5561	  0.090
           5562	  0.065
           5563	  0.030
           5564	  0.000
           5565	 -0.010
           5566	 -0.010
           5567	  0.000
           5568	 -0.015
           5569	 -0.005
           5570	 -0.025
           5571	 -0.020
           5572	  0.000
           5573	 -0.010
           5574	  0.000
           5575	 -0.025
           5576	 -0.050
           5577	 -0.035
           5578	 -0.035
           5579	 -0.045
           5580	 -0.055
           5581	 -0.060
           5582	 -0.070
           5583	 -0.060
           5584	 -0.075
           5585	 -0.065
           5586	 -0.075
           5587	 -0.080
           5588	 -0.075
           5589	 -0.070
           5590	 -0.080
           5591	 -0.080
           5592	 -0.085
           5593	 -0.085
           5594	 -0.100
           5595	 -0.075
           5596	 -0.090
           5597	 -0.080
           5598	 -0.110
           5599	 -0.080
           5600	 -0.085
           5601	 -0.100
           5602	 -0.085
           5603	 -0.020
           5604	  0.035
           5605	  0.060
           5606	  0.095
           5607	  0.180
           5608	  0.110
           5609	  0.050
           5610	 -0.010
           5611	 -0.050
           5612	 -0.170
           5613	 -0.160
           5614	 -0.190
           5615	 -0.180
           5616	 -0.200
           5617	 -0.225
           5618	  0.170
           5619	  1.015
           5620	  1.610
           5621	  0.395
           5622	 -0.505
           5623	 -0.735
           5624	 -0.520
           5625	 -0.245
           5626	 -0.180
           5627	 -0.155
           5628	 -0.170
           5629	 -0.125
           5630	 -0.145
           5631	 -0.105
           5632	 -0.105
           5633	 -0.080
           5634	 -0.075
           5635	 -0.045
           5636	 -0.035
           5637	  0.000
           5638	  0.020
           5639	  0.060
           5640	  0.070
           5641	  0.130
           5642	  0.160
           5643	  0.205
           5644	  0.240
           5645	  0.255
           5646	  0.235
           5647	  0.250
           5648	  0.255
           5649	  0.245
           5650	  0.215
           5651	  0.155
           5652	  0.115
           5653	  0.060
           5654	  0.035
           5655	  0.010
           5656	 -0.020
           5657	  0.000
           5658	 -0.025
           5659	 -0.010
           5660	 -0.005
           5661	 -0.015
           5662	  0.000
           5663	 -0.005
           5664	  0.000
           5665	 -0.020
           5666	 -0.030
           5667	 -0.030
           5668	 -0.035
           5669	 -0.045
           5670	 -0.060
           5671	 -0.060
           5672	 -0.060
           5673	 -0.060
           5674	 -0.080
           5675	 -0.070
           5676	 -0.080
           5677	 -0.085
           5678	 -0.065
           5679	 -0.100
           5680	 -0.115
           5681	 -0.090
           5682	 -0.095
           5683	 -0.095
           5684	 -0.090
           5685	 -0.105
           5686	 -0.090
           5687	 -0.095
           5688	 -0.100
           5689	 -0.110
           5690	 -0.090
           5691	 -0.030
           5692	  0.000
           5693	  0.035
           5694	  0.050
           5695	  0.185
           5696	  0.150
           5697	  0.045
           5698	 -0.020
           5699	 -0.025
           5700	 -0.115
           5701	 -0.195
           5702	 -0.190
           5703	 -0.195
           5704	 -0.190
           5705	 -0.255
           5706	  0.045
           5707	  0.795
           5708	  1.460
           5709	  0.920
           5710	 -0.260
           5711	 -0.775
           5712	 -0.605
           5713	 -0.310
           5714	 -0.170
           5715	 -0.160
           5716	 -0.155
           5717	 -0.140
           5718	 -0.135
           5719	 -0.110
           5720	 -0.120
           5721	 -0.080
           5722	 -0.075
           5723	 -0.045
           5724	 -0.025
           5725	  0.000
           5726	  0.025
           5727	  0.060
           5728	  0.090
           5729	  0.125
           5730	  0.165
           5731	  0.210
           5732	  0.230
           5733	  0.245
           5734	  0.275
           5735	  0.270
           5736	  0.255
           5737	  0.235
           5738	  0.210
           5739	  0.145
           5740	  0.110
           5741	  0.065
           5742	  0.020
           5743	  0.000
           5744	 -0.005
           5745	 -0.030
           5746	 -0.045
           5747	 -0.035
           5748	 -0.025
           5749	 -0.015
           5750	 -0.030
           5751	 -0.020
           5752	 -0.025
           5753	 -0.025
           5754	 -0.030
           5755	 -0.040
           5756	 -0.045
           5757	 -0.050
           5758	 -0.055
           5759	 -0.060
           5760	 -0.060
           5761	 -0.060
           5762	 -0.090
           5763	 -0.095
           5764	 -0.075
           5765	 -0.090
           5766	 -0.090
           5767	 -0.090
           5768	 -0.090
           5769	 -0.085
           5770	 -0.095
           5771	 -0.110
           5772	 -0.095
           5773	 -0.115
           5774	 -0.105
           5775	 -0.105
           5776	 -0.100
           5777	 -0.095
           5778	 -0.095
           5779	 -0.040
           5780	  0.010
           5781	  0.010
           5782	  0.065
           5783	  0.170
           5784	  0.110
           5785	  0.020
           5786	 -0.030
           5787	 -0.050
           5788	 -0.150
           5789	 -0.215
           5790	 -0.210
           5791	 -0.210
           5792	 -0.205
           5793	 -0.260
           5794	  0.015
           5795	  0.750
           5796	  1.475
           5797	  1.040
           5798	 -0.260
           5799	 -0.770
           5800	 -0.535
           5801	 -0.260
           5802	 -0.175
           5803	 -0.175
           5804	 -0.150
           5805	 -0.145
           5806	 -0.140
           5807	 -0.135
           5808	 -0.110
           5809	 -0.090
           5810	 -0.065
           5811	 -0.045
           5812	 -0.030
           5813	  0.000
           5814	  0.015
           5815	  0.050
           5816	  0.090
           5817	  0.120
           5818	  0.165
           5819	  0.200
           5820	  0.220
           5821	  0.250
           5822	  0.270
           5823	  0.265
           5824	  0.270
           5825	  0.255
           5826	  0.225
           5827	  0.180
           5828	  0.130
           5829	  0.075
           5830	  0.045
           5831	  0.020
           5832	  0.000
           5833	  0.000
           5834	 -0.005
           5835	 -0.020
           5836	  0.000
           5837	  0.000
           5838	  0.000
           5839	 -0.005
           5840	  0.000
           5841	 -0.015
           5842	 -0.010
           5843	 -0.010
           5844	 -0.030
           5845	 -0.035
           5846	 -0.045
           5847	 -0.045
           5848	 -0.045
           5849	 -0.055
           5850	 -0.065
           5851	 -0.070
           5852	 -0.085
           5853	 -0.075
           5854	 -0.080
           5855	 -0.080
           5856	 -0.085
           5857	 -0.095
           5858	 -0.080
           5859	 -0.085
           5860	 -0.090
           5861	 -0.110
           5862	 -0.070
           5863	 -0.090
           5864	 -0.095
           5865	 -0.100
           5866	 -0.095
           5867	 -0.105
           5868	 -0.070
           5869	 -0.090
           5870	 -0.085
           5871	 -0.065
           5872	 -0.030
           5873	  0.050
           5874	  0.025
           5875	  0.105
           5876	  0.175
           5877	  0.110
           5878	  0.025
           5879	 -0.040
           5880	 -0.035
           5881	 -0.160
           5882	 -0.175
           5883	 -0.185
           5884	 -0.170
           5885	 -0.195
           5886	 -0.230
           5887	  0.130
           5888	  0.995
           5889	  1.620
           5890	  0.470
           5891	 -0.485
           5892	 -0.715
           5893	 -0.495
           5894	 -0.210
           5895	 -0.175
           5896	 -0.150
           5897	 -0.145
           5898	 -0.125
           5899	 -0.125
           5900	 -0.115
           5901	 -0.110
           5902	 -0.080
           5903	 -0.070
           5904	 -0.025
           5905	 -0.030
           5906	  0.015
